,dcp,rsi,stochrsi,willr,roc
1999-12-08,62.858189127679,71.1774,100.0,-9.5842,26.3405
1999-12-09,60.2488408979115,63.5165,0.0,-29.661,16.8763
1999-12-10,57.9264678298699,57.6984,0.0,-44.4746,14.7368
1999-12-13,58.2984726691443,58.3418,4.7734,-42.1017,14.4258
1999-12-14,58.0593267010393,57.7475,0.3638,-43.6271,16.1493
1999-12-15,56.8635968605145,54.8087,0.0,-51.2542,13.0839
1999-12-16,58.0274405719587,57.0482,63.3859,-45.2731,16.4693
1999-12-17,58.4579033145476,57.8612,86.3969,-51.0316,12.2449
1999-12-20,58.0327549268055,56.7445,63.4184,-63.614,5.0606
1999-12-21,58.5216755727089,57.732,95.7674,-59.0842,2.0858
1999-12-22,57.3950323451922,54.7029,0.0,-69.5224,1.8292
1999-12-23,57.7245223456924,55.4229,22.7975,-67.5,3.9426
1999-12-27,58.3250444433782,56.7421,67.3196,-61.85,4.5238
1999-12-28,58.3569305724589,56.8135,69.6778,-61.55,5.394
1999-12-29,57.9264678298699,55.5109,38.2837,-66.0292,5.7636
1999-12-30,57.7936089587005,55.1005,0.0,-71.3067,5.1537
1999-12-31,57.3259457321841,53.6312,0.0,-80.874,2.4698
2000-01-03,61.6465162226138,63.1794,100.0,-34.7333,3.6918
2000-01-04,59.5526604129837,57.1736,37.0998,-57.0942,-3.3966
2000-01-05,61.6465162226138,61.0691,77.8986,-34.7333,-0.5316
2000-01-06,60.5836452532584,58.2385,48.2533,-46.084,-3.6185
2000-01-07,60.3179275109196,57.5367,6.0466,-40.9836,0.1147
2000-01-10,62.7093871919693,61.8878,100.0,-11.4754,8.2569
2000-01-11,63.240822676647,62.7799,100.0,-12.7557,8.4777
2000-01-12,63.5065404189858,63.2328,100.0,-14.2857,9.3822
2000-01-13,62.8422460631387,61.2706,65.5511,-23.0769,10.514
2000-01-14,63.5703126771471,62.6092,68.2196,-22.109,9.5522
2000-01-18,61.5136573514444,56.7743,0.0,-45.2966,5.2273
2000-01-19,63.5065404189858,60.5266,58.0985,-22.828,9.4322
2000-01-20,63.240822676647,59.798,51.8217,-31.7154,8.0639
2000-01-21,64.5694113883412,62.1932,92.8698,-17.9261,12.5
2000-01-24,64.5694113883412,62.1932,100.0,-17.9261,11.8579
2000-01-25,63.3045949348083,58.5157,0.0,-31.0535,8.5376
2000-01-26,62.0450928361221,55.1006,0.0,-44.1258,6.32
2000-01-27,60.3179275109196,50.8193,0.0,-62.0518,4.1284
2000-01-28,59.2869426706448,48.4537,0.0,-72.7523,2.5839
2000-01-31,59.6536331550725,49.3366,8.7749,-82.6173,4.0604
2000-02-01,58.4579033145476,46.597,0.0,-94.3698,-5.1724
2000-02-02,60.3179275109196,51.048,100.0,-71.977,1.285
2000-02-03,62.2417239654529,55.1205,100.0,-48.8164,0.9655
2000-02-04,61.4445707384363,53.1904,77.3555,-58.4133,1.4211
2000-02-07,60.6474175114198,51.2995,55.1715,-68.0102,0.5463
2000-02-08,63.2036221927195,56.5172,100.0,-37.2361,0.7881
2000-02-09,62.4375821627766,54.6695,64.5885,-46.4584,-1.2701
2000-02-10,63.3685335880545,56.4892,99.4634,-35.2507,-0.2173
2000-02-11,61.3736376767448,51.799,9.5728,-59.2673,-2.337
2000-02-14,61.7406985244258,52.5619,16.1686,-54.8482,-2.8781
2000-02-15,62.3045891020227,53.7457,41.5049,-48.0595,1.2858
2000-02-16,61.5757871290909,51.9809,3.8784,-56.8336,-3.0402
2000-02-17,62.1077593721068,53.1626,70.046,-44.1793,-1.7917
2000-02-18,59.8468773392892,47.8904,0.0,-74.5918,-7.3139
2000-02-22,59.0489189747653,46.1887,0.0,-79.6729,-8.5497
2000-02-23,57.8519814279795,43.7348,0.0,-97.7913,-8.6133
2000-02-24,58.7829328532574,46.0801,24.8761,-80.0173,-5.2577
2000-02-25,57.4530022457176,43.3622,0.0,-79.3383,-4.7497
2000-02-28,55.591099395162,39.8945,0.0,-96.4579,-6.2338
2000-02-29,54.6601479698841,38.2831,0.0,-90.3775,-8.3708
2000-03-01,53.3302173623444,36.0911,0.0,-99.035,-8.7716
2000-03-02,54.8569776998,40.2269,56.881,-82.1235,-9.0536
2000-03-03,57.4530022457176,46.4317,100.0,-58.0247,-7.6937
2000-03-06,54.8250593652191,41.8073,55.2792,-82.4198,-10.7731
2000-03-07,54.7931410306381,41.7541,54.7651,-82.716,-9.653
2000-03-08,56.5220508204398,45.692,88.0784,-66.6667,-10.5715
2000-03-09,57.4530022457176,47.6963,100.0,-57.3721,-7.9833
2000-03-10,55.9900785774239,44.9521,53.818,-71.1635,-11.6437
2000-03-13,57.2880908503827,47.7593,100.0,-57.7181,-6.6568
2000-03-14,57.7828250363875,48.8067,100.0,-52.9169,-6.4105
2000-03-15,56.9210300027017,47.0761,55.1012,-61.2803,-8.6407
2000-03-16,57.9849744887335,49.4074,100.0,-50.9551,-5.8315
2000-03-17,58.5169467317494,50.5539,100.0,-36.1314,-5.7816
2000-03-20,59.9798704000432,53.5976,100.0,-4.9498,0.2222
2000-03-21,60.3788495823051,54.4033,100.0,-7.8341,2.2523
2000-03-22,60.777828764567,55.2218,100.0,-7.0573,5.0575
2000-03-23,61.3098010075829,56.3222,100.0,-3.7874,4.2986
2000-03-24,64.1664919525783,61.6496,100.0,-7.1648,11.6852
2000-03-27,67.4913184714277,66.6352,100.0,-4.8,21.4067
2000-03-28,65.1665997694482,60.8162,49.0161,-20.0,19.2214
2000-03-29,63.3046969188926,56.6459,3.1379,-32.1739,18.7032
2000-03-30,65.2995928302022,59.7581,31.1556,-20.1835,19.0361
2000-03-31,62.9695544057925,54.9116,0.0,-36.2569,9.6019
2000-04-03,64.9006136479403,57.8909,50.4572,-23.5316,18.3776
2000-04-04,64.4697161310974,57.0062,43.2177,-27.4175,17.6602
2000-04-05,66.496530376988,60.0307,100.0,-12.6214,17.6471
2000-04-06,65.2995928302022,57.5155,50.8663,-21.3592,13.6574
2000-04-07,65.4964225601181,57.8214,26.9545,-19.9223,16.9786
2000-04-10,64.9644503171022,56.6607,0.0,-27.7,13.3996
2000-04-11,63.5015266488084,53.5491,0.0,-40.1265,9.8969
2000-04-12,60.5118426430591,47.8914,0.0,-70.5253,6.3084
2000-04-13,58.8467695224193,45.098,0.0,-85.749,1.4862
2000-04-14,55.8570855166699,40.6201,0.0,-91.6076,-4.5455
2000-04-17,59.5117348261892,47.3474,52.0324,-64.539,-0.7805
2000-04-18,59.3149050962733,47.0452,88.3623,-65.9968,-1.7621
2000-04-19,55.8570855166699,42.0793,21.6912,-91.3915,-8.0963
2000-04-20,55.325113273654,41.3721,11.1785,-92.5926,-9.7614
2000-04-24,56.6550438811938,43.8553,41.5577,-80.5556,-11.7062
2000-04-25,59.8468773392892,49.2822,100.0,-57.9439,-11.3266
2000-04-26,58.7829328532574,47.6656,79.5628,-65.4206,-9.7959
2000-04-27,58.8467695224193,47.7738,80.9306,-64.972,-7.042
2000-04-28,59.3149050962733,48.5942,87.3226,-61.6822,-9.165
2000-05-01,59.5808912177812,49.0727,87.0397,-59.8131,-5.3814
2000-05-02,59.2457487046812,48.4743,57.4712,-62.1682,-8.7131
2000-05-03,57.5168389148795,45.4637,0.0,-74.3178,-10.7847
2000-05-04,57.2508527933716,45.011,0.0,-76.1869,-13.904
2000-05-05,57.3838458541256,45.2977,7.0583,-72.9133,-12.1222
2000-05-08,58.4531100625875,47.6093,75.0246,-64.2206,-10.7537
2000-05-09,58.0536582853944,46.8311,70.0491,-61.32,-10.6378
2000-05-10,54.8580440678498,41.1647,0.0,-89.8094,-13.6115
2000-05-11,55.6249914800605,42.9098,27.0785,-76.1088,-8.0759
2000-05-12,55.6249914800605,42.9098,27.0785,-76.1088,-5.4749
2000-05-15,55.4918408876628,42.6664,26.5012,-77.9134,-0.6539
2000-05-16,58.0536582853944,48.5751,100.0,-43.1931,-2.4501
2000-05-17,57.4518176077569,47.3679,79.5692,-46.8261,-3.141
2000-05-18,56.4878073187976,45.4629,47.3285,-61.1062,1.1292
2000-05-19,56.690196219242,45.9433,55.4597,-58.1081,2.4674
2000-05-22,58.1868088777921,49.4123,100.0,-38.5864,2.7037
2000-05-23,57.1855164229615,47.2757,45.9016,-54.5116,-4.447
2000-05-24,58.3838717545407,49.9994,100.0,-33.6559,-0.6789
2000-05-25,56.7221523614175,46.4936,13.5666,-60.8204,-3.6104
2000-05-26,56.9564974040374,47.0448,15.7224,-56.9895,-3.9761
2000-05-30,59.0869068824005,51.7966,100.0,-22.1632,-0.8291
2000-05-31,57.153560280786,47.7072,22.8855,-48.1951,-3.5314
2000-06-01,56.4558511766221,46.3181,0.0,-60.9756,-1.8447
2000-06-02,57.9524638351722,49.6298,60.4484,-33.561,1.2255
2000-06-05,60.0828733135353,53.8919,100.0,-11.3208,4.7035
2000-06-06,59.8485282709153,53.369,93.0961,-17.8288,2.3872
2000-06-07,64.4448867204837,61.1512,100.0,-3.7975,11.0092
2000-06-08,63.7791337584953,59.6338,86.8299,-12.6046,16.2621
2000-06-09,63.7471776163198,59.5592,79.5423,-12.9,14.6017
2000-06-12,63.2944656021677,58.4674,65.5135,-17.0852,13.7878
2000-06-13,63.5447887158753,58.9059,16.3365,-15.8983,14.5119
2000-06-14,61.7818748725299,54.6306,0.0,-33.4393,6.422
2000-06-15,62.2132827918984,55.4632,16.8941,-29.1468,8.2878
2000-06-16,60.3172183561552,51.1227,0.0,-48.0127,6.7792
2000-06-19,64.1093472276415,58.0365,88.8305,-10.2809,13.0872
2000-06-20,61.9789377492784,53.5565,35.2021,-32.7815,6.5172
2000-06-21,60.9829713181437,51.5965,6.8531,-43.1015,6.6406
2000-06-22,59.5502709439445,48.8873,0.0,-59.1549,1.9978
2000-06-23,59.58222708612,48.9503,0.6879,-58.8169,5.0423
2000-06-26,60.9350371048805,51.6055,58.2158,-46.9958,6.9852
2000-06-27,58.4531100625875,46.895,0.0,-74.7174,-1.0727
2000-06-28,60.5994976120383,50.9692,86.4906,-50.7436,6.0293
2000-06-29,60.7166701333483,51.1844,91.0592,-56.5691,7.5472
2000-06-30,58.3519156123653,46.8188,0.0,-91.925,0.6893
2000-07-03,58.3199594701898,46.7621,0.0,-91.5,-2.9341
2000-07-05,55.9232488070313,42.6791,0.0,-81.6895,-6.5587
2000-07-06,53.9259899210659,39.6428,0.0,-94.3971,-16.3223
2000-07-07,55.9552049492068,43.9104,59.47,-75.6145,-12.2672
2000-07-10,55.0231508024229,42.4589,39.5559,-84.0019,-13.6854
2000-07-11,54.325441698259,41.3811,40.7317,-90.3335,-14.1703
2000-07-12,55.7208599065868,44.3549,100.0,-77.6704,-12.3125
2000-07-13,55.3906464374406,43.8014,81.387,-80.667,-10.3448
2000-07-14,55.3586902952651,43.7458,79.517,-80.957,-11.0179
2000-07-17,56.1895499918267,45.6348,100.0,-73.4171,-6.8433
2000-07-18,55.0231508024229,43.4773,0.0,-84.0019,-14.173
2000-07-19,57.9205076929967,49.6959,100.0,-45.1066,-6.5481
2000-07-20,62.4476278345183,57.4037,100.0,-3.1443,2.4017
2000-07-21,61.1161219105414,54.8039,81.3319,-17.1814,2.6295
2000-07-24,59.9177665789621,52.5493,65.1419,-29.8147,0.5632
2000-07-25,59.6514653941668,52.0484,30.5207,-32.6221,-2.1065
2000-07-26,58.5170223469384,49.9149,0.0,-44.5817,0.1093
2000-07-27,58.7513673895583,50.3573,9.0503,-42.1112,-3.0497
2000-07-28,59.5502709439445,51.8828,74.7012,-33.6889,-1.9211
2000-07-31,59.7846159865644,52.335,100.0,-31.2184,2.4553
2000-08-01,58.8525618397806,50.3536,18.13,-41.0444,0.9132
2000-08-02,60.849820725746,54.2598,100.0,-19.9888,8.8095
2000-08-03,61.7818748725299,55.9618,100.0,-10.7674,14.5679
2000-08-04,61.7126365644831,55.7995,97.1049,-11.5407,10.2894
2000-08-07,61.946981607103,56.2517,100.0,-14.9444,12.5835
2000-08-08,63.3796819813022,58.9541,100.0,-4.0042,16.6667
2000-08-09,63.3156998004512,58.7834,94.589,-10.3412,13.6302
2000-08-10,63.848884640876,59.8043,100.0,-5.3212,15.2702
2000-08-11,64.3127554520457,60.6959,100.0,-5.6882,16.1746
2000-08-14,65.715031582363,63.2871,100.0,-1.9298,16.9524
2000-08-15,65.048550531832,61.2663,55.1307,-7.4122,18.2203
2000-08-16,65.2458289227892,61.6479,52.9336,-8.836,12.6472
2000-08-17,65.3151429520444,61.7871,42.1121,-7.9658,4.5919
2000-08-18,64.2167821807692,58.2595,0.0,-21.7552,5.0734
2000-08-21,64.749967021194,59.4427,33.5413,-15.0613,8.0647
2000-08-22,64.7126440823643,59.3188,30.029,-15.5299,8.4846
2000-08-23,65.715031582363,61.5826,94.2024,-3.3336,12.3007
2000-08-24,66.5467999334258,63.3633,100.0,-3.775,13.2685
2000-08-25,68.7808444148059,67.6083,100.0,-4.4132,15.5005
2000-08-28,70.1138065158681,69.8056,100.0,-7.3286,17.2773
2000-08-29,70.8496015956543,70.9506,100.0,-5.7999,20.3849
2000-08-30,69.4793165557625,66.0412,35.2946,-17.8582,14.1816
2000-08-31,70.391062632889,67.6109,31.9729,-11.1139,13.9348
2000-09-01,71.249490225973,69.0296,60.872,-6.7595,15.4536
2000-09-05,69.9485192153363,64.521,0.0,-19.3498,12.9168
2000-09-06,70.0818154254426,64.7691,5.5045,-20.5038,10.5746
2000-09-07,71.1161940158668,66.6734,47.7394,-9.1388,12.32
2000-09-08,69.0474368350184,59.8617,0.0,-34.5397,8.142
2000-09-11,66.3815126328941,52.5756,0.0,-66.7946,3.2167
2000-09-12,66.6481050531065,53.1755,4.2555,-64.3782,1.4199
2000-09-13,68.0823722738494,56.3057,26.4593,-46.956,4.6639
2000-09-14,67.645160704701,55.1233,34.9669,-52.2668,3.6774
2000-09-15,66.6481050531065,52.4778,0.0,-65.9589,2.0408
2000-09-18,65.715031582363,50.1088,0.0,-77.5713,2.3331
2000-09-19,66.616113962681,52.2978,35.3241,-66.357,2.8821
2000-09-20,66.5148088430003,52.0277,38.2664,-67.6178,2.7849
2000-09-21,64.7819581116195,47.6005,0.0,-89.9598,-1.4199
2000-09-22,66.0456061834264,50.8133,68.3961,-74.0964,-0.7531
2000-09-25,65.5817353722568,49.6373,43.3604,-79.9197,-4.6512
2000-09-26,63.5129781914084,44.7727,0.0,-95.4737,-9.4144
2000-09-27,62.9158111701326,43.478,0.0,-87.1399,-11.1981
2000-09-28,61.4495528589642,40.4545,0.0,-98.7462,-11.5571
2000-09-29,60.0472767286468,37.8077,0.0,-90.401,-14.6947
2000-10-02,62.8145060504518,45.2488,100.0,-69.3057,-11.8387
2000-10-03,58.9489159573717,38.4791,9.0222,-97.7492,-15.7253
2000-10-04,60.9803501993903,43.1815,72.2171,-77.6022,-12.9869
2000-10-05,60.351192087689,42.1316,58.1079,-81.009,-15.1372
2000-10-06,61.8494414892829,45.4558,100.0,-63.936,-10.4247
2000-10-09,62.8838200797071,47.6416,100.0,-54.5322,-5.2691
2000-10-10,61.2469426196028,44.6604,45.8945,-69.4135,-8.104
2000-10-11,59.7167021275834,42.0698,0.0,-79.2531,-12.2876
2000-10-12,54.9820207446108,35.3848,0.0,-100.0,-18.7199
2000-10-13,58.1491386967344,41.8869,53.049,-74.7985,-12.752
2000-10-16,59.2474994680096,43.946,92.2987,-66.0585,-9.8418
2000-10-17,60.2498869680083,45.7912,100.0,-58.0823,-9.5566
2000-10-18,50.8871611701479,34.5946,0.0,-85.7574,-23.495
2000-10-19,51.4203460105727,35.5394,8.4385,-82.9805,-20.6255
2000-10-20,50.5192636302547,34.649,0.486,-87.6272,-23.5085
2000-10-23,49.516876130256,33.6614,0.0,-91.7141,-24.4959
2000-10-24,48.7544218084485,32.9104,0.0,-95.8499,-23.2371
2000-10-25,46.6856646276001,30.9389,0.0,-98.1028,-25.7966
2000-10-26,49.452893949405,36.311,100.0,-82.2215,-19.5228
2000-10-27,49.9540876994044,37.2417,100.0,-79.3452,-16.8087
2000-10-30,49.751477460043,37.0116,96.3484,-80.3577,-20.7962
2000-10-31,52.5187067818479,42.1514,100.0,-64.354,-10.9081
2000-11-01,52.5506978722734,42.2088,100.0,-64.169,-13.8236
2000-11-02,54.3528626329094,45.4195,100.0,-53.7465,-9.939
2000-11-03,53.3824662233362,44.0329,83.5087,-59.3586,-13.6897
2000-11-06,53.4837713430169,44.22,63.298,-55.6991,-14.9483
2000-11-07,54.5501410238666,46.2127,100.0,-43.9665,-10.9341
2000-11-08,53.3877980717404,44.3931,16.5245,-51.914,-10.5982
2000-11-09,53.0888264025387,43.9248,0.0,-53.1033,-3.4433
2000-11-10,49.6506522067186,38.9511,0.0,-77.0483,-14.615
2000-11-13,52.0210704411039,43.5869,63.8398,-60.5397,-12.197
2000-11-14,53.1208590813817,45.6042,100.0,-25.1139,-11.8324
2000-11-15,53.0514549438885,45.4961,98.3756,-25.8821,4.2531
2000-11-16,52.453511605485,44.5389,83.9882,-32.5004,2.0093
2000-11-17,54.4235213543322,48.3104,100.0,-10.6956,7.7283
2000-11-20,55.122901509072,49.5915,100.0,-2.9546,11.3214
2000-11-21,52.5869811006643,45.3059,15.1806,-33.4609,7.8609
2000-11-22,52.5869811006643,45.3059,15.1806,-34.8084,12.6405
2000-11-24,53.3557653928974,46.8488,36.0021,-31.2472,7.8921
2000-11-27,52.5549484218213,45.4432,3.203,-41.8276,5.2065
2000-11-28,52.2506379728124,44.9043,0.0,-50.9804,5.0233
2000-11-29,53.2863612554041,47.1497,100.0,-35.7647,1.4617
2000-11-30,49.9175911970773,41.3763,0.0,-85.2549,-5.0106
2000-12-01,51.0494125161982,43.8096,42.1469,-68.6275,-6.0778
2000-12-04,52.5175769631711,46.8234,94.3488,-47.0588,-1.6202
2000-12-05,55.1869668667581,51.774,100.0,-10.5103,3.1845
2000-12-06,51.6526946344089,45.8279,42.814,-60.9292,-5.3115
2000-12-07,49.7147175644047,42.9789,0.0,-88.5758,-6.88
2000-12-08,51.7861641295882,46.7066,42.384,-59.0251,-2.4537
2000-12-11,50.7184081681534,45.1066,24.192,-74.2574,2.1505
2000-12-12,50.1151260499428,44.206,32.9175,-87.04,-3.6638
2000-12-13,48.7163657404632,42.1519,0.0,-96.0171,-8.2915
2000-12-14,49.3516805375169,43.4091,27.6024,-87.5533,-6.9739
2000-12-15,46.8798254867953,39.8611,0.0,-97.133,-10.626
2000-12-18,48.3159572549251,42.7241,65.8936,-81.7087,-11.2223
2000-12-19,48.1130836222525,42.4238,72.2291,-83.8876,-12.7167
2000-12-20,45.9135063416968,39.2732,0.0,-94.0321,-12.6904
2000-12-21,43.5430881073115,36.2216,0.0,-93.9247,-17.198
2000-12-22,47.515140283849,43.909,100.0,-63.791,-10.9466
2000-12-26,45.2781915446431,40.9808,61.9088,-80.7614,-13.846
2000-12-27,45.214126186957,40.8986,60.8392,-81.2475,-13.4668
2000-12-28,45.5130978561587,41.4754,68.3427,-78.9793,-14.5877
2000-12-29,45.3796283609794,41.2861,12.8708,-79.9919,-9.0909
2001-01-02,45.2781915446431,41.1358,41.126,-80.7614,-11.3052
2001-01-03,50.5155345354808,50.8557,100.0,-41.0288,-3.8121
2001-01-04,49.7520890230549,49.599,87.071,-39.6322,-9.8481
2001-01-05,50.184530187436,50.3308,94.6,-29.2026,-2.8424
2001-01-08,49.9496238759204,49.9164,90.3363,-31.4373,0.4725
2001-01-09,49.415745895203,48.9521,0.0,-36.516,-4.5773
2001-01-10,49.8855585182343,49.8495,65.0915,-32.0467,-1.6421
2001-01-11,50.0190280134136,50.1118,84.1145,-30.777,-0.1918
2001-01-12,50.0830933710997,50.2432,100.0,-30.1676,2.8055
2001-01-16,49.5171827115393,49.0415,6.926,-35.551,0.3354
2001-01-17,51.6206619555658,53.4023,100.0,-15.5409,10.1127
2001-01-18,57.8243240915021,63.1832,100.0,-5.6446,19.6796
2001-01-19,59.3939253548112,65.1324,100.0,-7.9398,23.4465
2001-01-22,57.9577935866814,61.9724,80.3615,-15.8796,26.2326
2001-01-23,58.2247325770401,62.33,76.1091,-15.3363,33.7175
2001-01-24,58.9614841904301,63.3318,43.0167,-10.9994,24.0899
2001-01-25,59.1269863644525,63.5609,50.2678,-10.0251,30.586
2001-01-26,60.9635266181204,66.0397,100.0,-3.1995,34.8329
2001-01-29,61.3852902228872,66.5891,100.0,-1.6378,34.8739
2001-01-30,62.2555113314565,67.7233,100.0,-0.4242,37.1882
2001-01-31,59.7943338403493,61.5075,0.0,-14.3939,32.0599
2001-02-01,60.88878370082,63.0931,25.5093,-10.4854,20.5348
2001-02-02,58.8707249337082,58.4221,0.0,-25.165,18.3281
2001-02-05,59.9117869961071,60.029,17.2764,-17.7647,19.383
2001-02-06,60.9635266181204,61.607,68.1835,-10.0392,22.05
2001-02-07,62.485078863165,63.7842,100.0,-2.6086,26.4477
2001-02-08,60.9832135684469,60.2351,33.8111,-15.1564,22.2462
2001-02-09,59.8608231346718,57.7091,0.0,-23.4033,19.6761
2001-02-12,61.4107908765517,60.139,39.9979,-12.4566,22.6178
2001-02-13,60.7961484961511,58.7304,16.8117,-18.5457,22.7779
2001-02-14,61.5176852035779,59.8912,86.3883,-20.9248,19.1726
2001-02-15,62.415597550598,61.3166,100.0,-16.1611,7.94
2001-02-16,61.4642380400648,58.979,9.6132,-32.6764,3.4857
2001-02-20,59.5935873171063,54.6655,0.0,-64.096,2.8224
2001-02-21,57.4610454929336,50.255,0.0,-98.0617,-1.3116
2001-02-22,58.2039610657657,51.6845,12.923,-63.827,-1.2848
2001-02-23,55.5850500536238,46.7043,0.0,-79.6085,-5.9904
2001-02-26,56.2798631792941,48.1009,17.5424,-72.5394,-7.6827
2001-02-27,54.8314450480891,45.4854,0.0,-87.2757,-10.6766
2001-02-28,53.3937163495867,43.0401,0.0,-95.9058,-14.2346
2001-03-01,56.6807169056424,49.5652,100.0,-59.5553,-5.2072
2001-03-02,54.6764482739011,46.1704,47.9733,-77.2942,-10.2028
2001-03-05,56.071419241593,48.7425,87.3911,-64.948,-4.755
2001-03-06,56.6539933238858,49.797,100.0,-59.7919,-5.4377
2001-03-07,57.4824243583389,51.2968,100.0,-52.4598,-5.7101
2001-03-08,56.9051949923974,50.1969,78.5445,-57.5686,-8.9299
2001-03-09,53.0676886521568,43.6475,0.0,-91.5326,-12.9798
2001-03-12,51.036696438659,40.6899,0.0,-98.0102,-14.7411
2001-03-13,52.5866641805389,43.7518,28.8666,-82.856,-14.369
2001-03-14,50.7534264720396,41.1095,4.4138,-93.5968,-16.5187
2001-03-15,51.0741094531182,41.7572,34.8576,-91.2253,-16.9765
2001-03-16,48.1558943253029,37.7775,0.0,-93.1034,-22.8464
2001-03-19,49.4920734131304,40.5101,45.7407,-83.9416,-19.4783
2001-03-20,47.1938453820672,37.5263,0.0,-99.1453,-20.8072
2001-03-21,47.6107332574693,38.3927,20.4794,-94.2549,-17.1426
2001-03-22,47.6214226901719,38.4158,29.8109,-93.012,-18.1818
2001-03-23,49.9784426010997,43.3372,100.0,-71.759,-10.0865
2001-03-26,50.9885939914972,45.3089,100.0,-62.6506,-9.4017
2001-03-27,53.1799276955343,49.3346,100.0,-42.8916,-3.012
2001-03-28,50.4594670727176,45.0054,60.3513,-67.4217,-5.4955
2001-03-29,50.7961842028501,45.6271,38.1811,-64.3855,-10.3819
2001-03-30,51.4054818668994,46.7731,40.8309,-58.8916,-5.9824
2001-04-02,50.5930849815003,45.4292,9.7889,-66.2169,-9.7703
2001-04-03,48.3108910994909,41.8717,0.0,-86.699,-14.7264
2001-04-04,49.1713904320518,43.6239,35.7488,-77.9076,-14.4584
2001-04-05,52.4904592862153,49.7712,100.0,-39.1705,-7.7581
2001-04-06,52.3514966610813,49.5332,96.9867,-16.5992,-1.3496
2001-04-09,51.3092769725758,47.731,74.1725,-32.3887,0.5341
2001-04-10,52.9394154597254,50.6851,100.0,-7.6923,0.6708
2001-04-11,52.0735714108132,49.1325,47.4447,-31.5605,2.6011
2001-04-12,51.416171299602,47.9585,7.7011,-40.1679,0.6697
2001-04-16,51.7101306989241,48.5373,27.2952,-36.3191,7.3807
2001-04-17,53.2868220225605,51.578,100.0,-15.6753,7.6674
2001-04-18,56.9212291414513,57.6497,100.0,-15.66,20.6116
2001-04-19,61.1809680734454,63.3235,100.0,-5.0619,28.5025
2001-04-20,61.3733778620925,63.5557,100.0,-5.9583,28.8777
2001-04-23,59.8608231346718,60.3925,73.5908,-16.6983,19.7733
2001-04-24,60.2189191302096,60.8777,54.657,-14.1556,18.1027
2001-04-25,61.3840672947952,62.4532,65.147,-5.8824,15.4271
2001-04-26,60.7908037797997,61.1337,23.4325,-11.1069,20.4745
2001-04-27,62.105604002222,62.9594,100.0,-2.6071,22.2643
2001-04-30,61.5390640689831,61.646,36.9049,-10.3929,19.713
2001-05-01,63.3402334793746,64.1489,100.0,-0.4895,25.1954
2001-05-02,61.6780266941172,60.3247,0.0,-12.2837,27.669
2001-05-03,60.7694249143945,58.3241,0.0,-20.8748,23.587
2001-05-04,61.9238836462775,60.0941,30.3882,-12.2863,17.9717
2001-05-07,61.9452625116827,60.1272,30.9549,-12.1272,18.3257
2001-05-08,62.9821374838368,61.7428,100.0,-4.6639,22.75
2001-05-09,62.5968601772237,60.7795,71.8232,-7.6927,18.2424
2001-05-10,61.6443690580969,58.4081,0.0,-15.5051,18.3794
2001-05-11,59.8303550727935,54.171,0.0,-29.7735,16.3649
2001-05-14,60.2316856005155,54.9324,10.0554,-28.7982,16.4795
2001-05-15,60.7774951182174,55.9793,27.3638,-31.8153,14.0573
2001-05-16,61.9654334802745,58.2038,95.1788,-36.1254,8.8617
2001-05-17,61.5748050999584,57.2033,75.1897,-48.2368,0.6437
2001-05-18,62.8430095675599,59.578,100.0,-18.3879,2.3946
2001-05-21,63.6991813600335,61.1115,100.0,-9.6197,6.4121
2001-05-22,63.1480207686286,59.5799,60.8102,-21.1409,4.8641
2001-05-23,62.821605272748,58.6633,37.3579,-27.9642,2.3419
2001-05-24,63.9988414873992,60.9442,93.1696,-3.3557,5.2772
2001-05-25,63.0356482208664,58.1794,0.0,-23.4899,1.4975
2001-05-29,61.6818265740176,54.5199,0.0,-51.7897,0.232
2001-05-30,60.2798452638421,51.0215,0.0,-81.0962,-4.8317
2001-05-31,59.8250039990906,49.9275,0.0,-90.604,-3.0043
2001-06-01,60.4082710327132,51.336,17.0697,-78.4116,-0.5943
2001-06-04,60.8096015604352,52.3078,51.831,-70.0224,-1.7994
2001-06-05,62.5915091035208,56.3786,100.0,-32.774,1.0433
2001-06-06,62.8751160097776,56.9937,100.0,-26.8456,-0.1699
2001-06-07,62.7413391672036,56.5975,92.997,-29.6421,0.2308
2001-06-08,62.1259656913633,54.7544,52.212,-42.5056,0.7813
2001-06-11,62.8002009779362,56.3922,73.1395,-28.5393,4.9638
2001-06-12,62.7413391672036,56.2052,64.7902,-32.0823,4.1667
2001-06-13,62.3614129342935,54.967,11.5379,-40.678,2.6061
2001-06-14,61.9386781117597,53.5844,0.0,-50.2421,-0.0432
2001-06-15,60.7881972656233,49.9828,0.0,-76.2712,-1.2775
2001-06-18,61.1467192037216,51.0618,17.3406,-68.1598,-2.6993
2001-06-19,61.4517304047903,51.9893,40.2572,-61.2591,-3.5282
2001-06-20,60.5152925067724,48.9887,0.0,-82.4455,-4.1691
2001-06-21,60.2530898953273,48.1693,0.0,-85.4801,-4.0886
2001-06-22,60.3975688853073,48.6673,13.037,-82.3185,-5.6271
2001-06-25,60.2798452638421,48.2695,2.6234,-83.1152,-4.3718
2001-06-26,60.4885371382576,49.0467,100.0,-75.443,-1.9346
2001-06-27,60.7453886759996,50.0195,100.0,-69.3671,0.7723
2001-06-28,61.5908583210673,53.1206,100.0,-49.3671,2.9517
